# Third-party components bundled in this repo. Source of truth for
# THIRD_PARTY_LICENSES.md (regenerated by scripts/gen-third-party-licenses.sh).
# Columns are TAB-separated:
#   license-file-path <TAB> display-name <TAB> spdx <TAB> scope(binary|test) <TAB> provenance
# scope=binary: linked/embedded into prober.uf2 (license text shipped with it).
# scope=test:   host build/test only, not in the firmware binary.
# provenance:   optional; note origin+version for VENDORED copies (submodules
#               already track origin+commit in git, so leave theirs empty).
firmware/external/pico-sdk/LICENSE.TXT	Raspberry Pi Pico SDK	BSD-3-Clause	binary	
firmware/external/tinyusb/LICENSE	TinyUSB	MIT	binary	
firmware/external/fatfs/LICENSE.txt	FatFs (ELM ChaN)	BSD-1-Clause	binary	Vendored from http://elm-chan.org/fsw/ff/ (R0.15a, retrieved 2026-09-02)
firmware/external/doctest/LICENSE.txt	doctest	MIT	test	
